sasdate,0,1,2,3,4,5,6,7,8,9
1960-01-01,1.0576260699097872,0.7246954370052685,-0.4813114139645696,2.641972344163187,-0.531537418645166,1.0015603371129966,-2.4581219809837775,1.580212077296731,0.2078726239041408,-0.060825072623704436
1960-02-01,0.23522387465303304,0.8868255633878827,-0.05988068337092927,-0.19706752467329988,-1.3095854208306612,-1.2979312204185474,1.0067130240447675,2.1367708537767567,-1.29828834015605,1.2387720057208966
1960-03-01,-1.457427325049644,0.6193722786857676,0.046127623070227074,0.5361530081783006,-0.5970284495673951,-0.7731596744047287,0.3892430931368385,2.434675865840734,-0.4833064483781923,-0.028585286129021777
1960-04-01,-0.401325441557853,0.8020642783381398,-0.5455706717168481,-0.4097695585208903,0.12588022817664177,-0.7835130972124036,2.5507631157542585,1.9632343959484555,-0.8852939367754672,-1.3093550371189797
1960-05-01,-0.525093752190435,-0.221204273164595,-1.247535919948165,1.3836530025288183,-0.28791900742142534,0.7782603839632322,-0.9683212733116565,1.2275503079815588,-0.7140421742004708,0.839121919680194
1960-06-01,-1.3948103998508306,0.3656144362963323,-0.0702463070653079,-0.44931264358028067,0.3239764402532459,0.05930376824519249,0.866038313510046,2.9877938076649566,0.26829112764732727,0.5120629415863043
1960-07-01,-0.8534707947676172,1.0228044125064204,-0.46663837677658443,0.6545999164568697,-0.6360303464060773,-0.2957334510191851,0.3410262446687406,1.316782881844653,-1.640519640978802,-0.04336849541180781
1960-08-01,-0.5320263475949779,0.8797560302699569,-0.690976214828663,0.4364699669567335,0.4450487084229964,-0.2381290805949996,0.33332236854512726,1.7142101952981714,-1.333525828779453,0.12703647229438675
1960-09-01,-1.1637737427393118,0.926095342892116,-1.3166260346336502,0.28090851533174294,-0.8631912497690405,-0.1451348137169116,1.0383053448834323,0.9856581100011302,-1.62026229826273,-0.6923066434408113
1960-10-01,-1.1254392146777397,0.5322878137900662,-1.58210852881862,1.1308532588764713,-0.08457883251123205,-0.8633972390967858,-0.5452654854283123,2.061008473590245,-0.2987097827238388,-0.954142507764335
1960-11-01,-1.4639501006410105,0.5820375377503674,-1.6610813091321694,-0.8120283273792398,0.43902881289469897,0.2318463360586415,1.612103709402314,1.9290234158405362,-1.2273787622177315,-0.15047541824063942
1960-12-01,-2.05615462831118,0.8346358453511931,-1.4832317530895311,-0.6448377434853011,0.341466880269418,-0.08995576638472913,1.1643704894430715,1.8572570319402104,-0.9973668344434032,-0.5214187075563763
1961-01-01,-0.6514011339346861,1.071602685259663,-1.5853145457565327,-0.23403931401090092,0.6435810684028215,1.2039720176083122,0.34872754321824956,1.5818172227882856,-0.27678311251003135,0.03477770204628963
1961-02-01,-0.8727970113433753,0.8844683111500067,-1.414642725660396,0.6667900456649659,1.1924636415617433,0.5822195698974202,0.037562115849503044,1.3175615530209768,-1.3536627969072532,-0.29130160271759076
1961-03-01,-0.1994344396606002,1.1760002593959127,-1.158519646470181,0.25510925510243093,0.45722486213202984,0.7378845677860687,0.18264931601793996,1.7573833074664884,-0.48883465565675055,-0.3640541371985185
1961-04-01,0.3189817725623984,1.1033877549204845,-1.3750900476115777,1.9448445279736004,0.6464466712816898,1.2003202111409617,-2.330103935727824,1.3788427646526575,0.4136799581441621,0.4355963722345508
1961-05-01,0.6519963113811968,1.3570135547721942,-0.8987312476523079,1.300953605501686,0.4334962732498466,0.16435667213814814,-0.8925382670634032,1.1879569073031944,-0.46080062340337735,0.5105519494953822
1961-06-01,0.671843703575875,0.86099978007078,-1.6268416714205014,0.8625064437705143,-0.4040125110313492,0.09134611210684462,-0.743783723291259,1.4357486565001014,0.0947758202516786,0.0939125222183637
1961-07-01,0.4679680391100923,1.348259186116772,-1.4476667427716112,0.5715657207787962,-0.021740689824502526,-0.6156149126408178,-0.9444148342765486,1.58816140467256,-0.09791933987795107,0.514607117760825
1961-08-01,0.9606699115858119,0.9828589365897107,-1.3713987230034066,0.34889058253185806,0.38621909144752137,1.234256355494327,-0.17523238097157992,1.0457512748319493,-0.4098814638920442,0.897372108254205
1961-09-01,-0.0646468470683486,1.054299701416431,-1.2849441222711797,-0.4538735448204831,-0.4391654527050946,-0.38747796369245413,0.355668077257908,1.476358511398529,-1.2226664675765455,0.877210230270452
1961-10-01,0.6886939027369265,1.1517624573352394,-0.7477586467021322,1.4327236860879085,0.1726903616516728,0.7692144225424917,-1.5583084882261464,1.1958627182308408,-0.30129357898895714,-0.12801902450142136
1961-11-01,1.1352729519028903,1.0266598320720481,-0.7604953895322825,1.118333289778443,0.8541667728330894,1.113451810314843,-0.7380619245462632,1.1922190815895026,-0.3256029113713405,0.45407575317641446
1961-12-01,0.7148583817729552,0.809343966994883,-1.2688443965102765,0.7625972223376196,0.27195943469579115,0.09443916013091384,-0.6059982600500264,1.0966530020696779,-0.586266007493941,0.745553948079708
1962-01-01,-0.26998787244153105,0.9274231051366104,-1.289328927112921,-0.5513225831082313,-0.9523026644701826,-1.0928819627153388,0.9295413612838825,1.1142687211900153,-1.5135002155888317,0.5367998965751789
1962-02-01,1.199119989519453,1.1956076813075576,-0.6330711323000102,0.8181824160863223,0.36941824215236446,0.02769067771545289,-0.47014242761234637,1.0437130191351303,-0.3758097510545955,0.9080445538666838
1962-03-01,0.2780037854858468,0.8824424733194736,-0.3740039138181766,0.704400021435592,-0.2844257259104905,0.6277617052041904,-0.5089811172803369,1.2145546818467303,-0.9324401795488038,0.2706900430023667
