sasdate,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,USREC
1960-11-01,-5.668218550142953,0.3000370732165028,0.3355921956816273,-1.049131747888218,0.13108678087067724,-1.9668415242919184,-2.992155872018503,-3.9646237347091473,-2.918207820813105,0.08957992722872685,-2.8834000443532717,-0.8285505100199178,1
1960-12-01,-7.5607216075623125,1.3031714463462654,-0.18301318534624358,-0.34921117796095014,1.2224802114038154,-2.270361505617314,-3.9905663556830326,-1.1451392955149922,-3.323990711061988,0.5898760501781962,-1.4024318321298568,-1.223479425462178,1
1961-01-01,-1.6976861180923546,1.1882026712114273,-2.7614612061510786,0.0053199591599585,1.394931449292492,-3.6035558506978167,-2.950941655846357,-1.6248765877332463,-2.224257952124902,0.0897009276640154,0.1607805366065797,0.5306972136959656,1
1961-02-01,-2.449696506115362,1.672088944242638,0.32464250565550534,-0.035453429545238585,0.19941419544901437,-3.846648889449935,-1.5456737083788807,1.0985035863491195,-2.418968876142601,-0.0635972779393396,-1.1840614084645336,-0.36255167532068144,1
1961-03-01,1.105794339976389,0.27852167988007254,-2.442325983799809,-0.6781204501389617,1.373677876317921,-3.280508146063204,-2.3493361932285377,-0.4757947196517761,-1.8360669897120256,1.1405104479798638,-1.8124467622837177,0.9161134796404746,0
1961-04-01,1.4382715126564845,0.5008112763214261,-3.2520048708940883,1.0651222692431273,1.2497799849208568,-3.921942842873895,-2.366287834742492,4.224434560490882,-2.893799935494737,0.345439292377661,1.7911048623314003,-2.4625760519032918,0
1961-05-01,3.74017834675142,1.7790073339288015,-1.0842288135811313,0.29172513318020477,0.44104523762940334,-2.7537984582890127,-2.393510735561433,2.8188441201970336,-1.2519507087404544,1.1526164740066212,-1.4563163217051167,0.25181058485865715,0
1961-06-01,3.597358220360599,-0.14353342197276436,-1.6395514338168777,1.6688845155976277,0.7924538910048194,-1.4568241092152183,-2.807356733956652,1.7895107231576457,-2.00175141578102,1.830476249243377,-0.44162764795951315,0.7061551859553056,0
1961-07-01,1.716213980210949,1.6739607537147938,-1.3046235809931612,1.5768055385846864,1.077227597978227,-1.3359462928979708,-4.81502821565087,2.1679550256107922,-1.1236838904408737,0.04996794856600546,-0.37985299458885974,-0.6429215630458611,0
1961-08-01,3.670536686363689,-1.1574451323630108,-1.5872266988805714,1.3910680322519693,1.112619985315708,-1.272407397623709,0.15113900191944893,0.8085574390943183,-3.919432106438619,2.2915478183558617,-1.3960955402232584,-1.1899035002936826,0
1961-09-01,-1.7777486388064143,-0.3200279542436207,0.07746570202566672,0.8419307239127669,1.5370573239102812,0.22714645262475378,-2.6497128337873823,-0.38535010638736894,-2.7668237494476644,0.9726719113002505,-2.682012234190159,-0.48620341635674447,0
1961-10-01,4.492530262291414,-0.6899879046282923,-1.9774736120607646,0.40142852138995344,0.9505719167043095,-2.0408840908774604,-1.13201986488692,3.5586926430306143,-2.0743895888310995,1.7351073166759572,1.3914022564564308,-1.4138722222635338,0
1961-11-01,4.911911356007393,-0.13861250780903522,-1.1396006059502717,0.09826743657971455,0.6129481040315186,-1.2387963815903722,-0.07841344153539537,1.9362599948100472,-2.056201057747081,2.4161224953871243,-2.4540226914177845,0.5280561595897945,0
1961-12-01,1.6609603613042176,-0.14209715617280178,-0.24076735080638229,1.4497329263070902,0.9243267666849225,-0.7775899823787567,-1.7075467682280099,2.3676056646609815,-2.0713459164713797,0.7125916883274619,-1.517208525438023,-0.9146941531026008,0
1962-01-01,-1.5208859101954286,0.475392719575459,0.830276124169307,0.8638346247269715,0.44238633825617474,0.9481414267631901,-2.244026928773896,-1.8740702295919516,-3.7984290293005665,1.245607179272195,0.3165280934571028,-1.856178966317948,0
1962-02-01,4.40707060967771,0.5822047890956552,-0.5946017415022598,0.29511526967706014,0.4907541917093862,-0.2393188653146497,-2.1327680545161916,1.686417639492283,-1.0268995961471443,1.4129200136622155,-2.587697719635698,0.12841454244389797,0
1962-03-01,0.8381635178116779,-1.6256437148836396,-0.6604040532243968,-0.5832725977042539,0.4996797645718372,-0.32202782155288384,-0.8228294790198576,1.4504196205157505,-2.400894745384877,1.2799618780860615,-0.1349062425637514,-2.033309262169157,0
1962-04-01,1.8381755552426484,-0.9575413219580224,0.11688723980063623,-0.5977106246529972,0.3352092775980421,0.8454143807851392,-2.9032162246904107,0.3072710209293264,-0.5844580300523883,1.8528635196267322,-0.8607043189973388,1.1970977866891197,0
1962-05-01,-0.06165957076146674,-0.661187447750554,0.05329736058887919,0.2518763799784499,-0.18448532602118928,0.23542751842617682,-3.6594267956823296,0.01548078205705286,-0.12794973374408067,2.3846206155524,0.4580211348126001,-0.7982807577674222,0
1962-06-01,-1.8500533625985598,-2.450856229532778,0.4765539828894878,0.7102927273834692,-1.4362872150609447,2.026208089850518,-4.509409584236981,0.4095475448740825,-1.0695119035562206,2.1183113650829015,0.9388734640908002,-0.2881471737405496,0
1962-07-01,1.8335115250847758,-0.6848213468787658,-0.3288281356883549,1.0187792321602502,0.732783560518516,-1.8651337003947928,-0.16178761845446826,1.3424893245519254,-2.5337322260916064,1.4008439248544942,0.39624815758252535,-1.5850233009338377,0
1962-08-01,0.09563853437530936,1.873240433669257,2.1827012331577644,-0.6189803340788885,0.732116130959392,-0.4837110027296498,-2.0385078965110943,-0.5428767008385389,-0.9683726623567381,0.39941842938250355,-1.5900694425897073,0.4176508152473221,0
1962-09-01,1.8141770453742538,1.4199491639416495,1.467807095987218,-0.24026781016529164,-0.11846215624297379,0.23274169606823417,-2.0635885167474926,1.799151613110937,-1.4315485081822357,0.11492717182091296,-0.7698798557411228,-0.43125981923785245,0
1962-10-01,-0.9632143391788317,-5.35410005141516,-2.218479663287846,-1.1505626810517617,0.1307763799527771,-0.26324448383228016,-0.7754998697216116,-0.23604015699719952,-1.5958106019500367,1.9435791591206841,0.058953554264224245,-0.29661342408478014,0
1962-11-01,0.7895536144251998,1.2933083439545094,1.577409647318788,-0.2390195819476888,1.793076679515624,-2.5903329758236944,-0.20228789064670422,0.7985639035589696,-1.1680683203280011,0.5295166694557869,-1.3324161330297646,-1.501460994382436,0
1962-12-01,-0.9857909625296697,-1.4807050677992855,0.3460027878721619,-0.9158441712017528,0.7971950939250825,-1.745830850365197,-0.8187236383132236,0.1359739864935874,-2.385429320014285,0.4022553441138591,-1.0315136744306925,0.6322691604789198,0
1963-01-01,1.675591602642522,1.5570704619008973,0.943289969944659,-0.5204106799868353,0.14795786944320952,-1.7629033588915968,-0.42963181951452806,1.2464239113334996,-1.378356212372429,0.39508450348444785,-0.8040439652435931,-1.3592958326216515,0
1963-02-01,1.8337101700949139,-0.6142256951319157,0.0692252100759854,-0.3398953290040873,0.022486903398748846,-1.814907957559505,-1.557020019915767,1.3258467618796874,-0.6748118090997567,1.0887704348249303,-0.6424813457690579,-1.0079096796690643,0
1963-03-01,1.52598728322468,-1.5834874341060006,0.3026182423912619,-0.38880640755770923,0.13290948307774214,-0.27636710832866196,-1.0827298122313604,0.5623179152987987,-1.5440095226304806,1.192402854464189,-0.7026662896133099,-0.6531349202267618,0
1963-04-01,2.9132512263471986,-1.081534273133011,0.5383737463189053,-0.4427953224202812,1.2973813159469962,-0.6167312569290693,-0.6074883196275239,0.013538417914708388,-1.25491964794591,1.4678556508789973,-2.9297460707658476,1.3528387005062523,0
1963-05-01,1.4753728788496512,0.046341092446401534,1.7540100273770545,0.13932383892394112,1.0427616348666078,-1.4138976120652174,-0.97045590494449,2.2551897915340864,-1.6399171503683465,-0.17898250261476212,1.3833086123368221,-1.5262260739167168,0
1963-06-01,0.6473590887808943,-0.1660283075511146,1.5420763469966405,0.8785412160816463,0.6764714053080737,-0.03015886602022681,-0.9661306611502337,1.0864378057858244,-1.0037592796996504,0.6190040659474737,-0.8576763365526,-0.9039007993060042,0
1963-07-01,0.6140128515559157,-1.0351766209610158,0.8249767192336287,0.1442321534830237,0.3521563906055521,-0.5741019131834376,-1.5266219185557834,-1.887868511612593,-0.9680704238111073,1.133723975953358,-0.511071206003195,0.31832712174054956,0
1963-08-01,1.174878064433766,-1.4719196834727541,0.7959785884422333,-0.8030906624196962,0.20099695799030978,-1.4752666652604194,-1.0552228354833764,-0.19406597896869537,-1.088535273159026,0.4968559372318704,-1.827695574003069,-0.597976978156556,0
1963-09-01,1.5835063899881463,-2.9241226460831435,0.4100567332083565,-0.34693825562747715,0.9371676304342803,-0.8064721851107621,-0.6240873422847532,0.8865695722733472,-2.594631329639174,0.04168275140150614,0.5315917644211747,0.07484796242011921,0
1963-10-01,3.224553223051256,0.1019355627059552,2.5962933446177465,-0.20086649871160692,0.733816234321987,-0.38436621651213,-1.6988438943844608,1.0961726828035347,-0.391268136621682,1.080016191680692,-2.118561552194942,-0.2952201747173144,0
1963-11-01,-0.7740186380055493,-1.7043437203433622,1.4006863643348553,0.4235551972334928,0.5843823736749851,-0.19504290955717124,-1.3297413634058128,1.384135352723164,-1.685910592810139,0.5169675726885321,0.3853636997818115,-0.9036854335523945,0
1963-12-01,1.2960613247614696,0.07074867290721219,1.1319333926064872,-0.0121629119865587,0.9596643595079438,-0.6198573199184735,-0.9113123240620961,-0.6045900685853238,-1.3031268754246876,0.38921065909078484,-0.8102478009829832,-0.48873532364039945,0
1964-01-01,2.5292138736864143,-1.0203559145078405,0.41674433690361934,-1.287367626126299,0.5015657136668508,-2.907917730436099,-1.0487704320762135,0.39516548247931604,-1.5714042401777033,1.3878232548266558,-1.8391871534263036,-0.1275293392279379,0
1964-02-01,2.4431340051735475,-2.617241522958807,0.6619557603801888,-0.5150837996649824,1.3997091125601253,0.042693575044225024,-0.7755877294770968,-0.5938847456368159,-1.0065082384095108,1.0560932424375233,-1.341827195072549,-0.23642120712577464,0
1964-03-01,0.21148759073447906,-0.37678398424100595,1.5679373308103237,-0.12034220174927146,0.22901364124924073,0.2761095337603357,-1.876683349973391,-0.5152142553334115,-2.5125773496727644,-0.4161592679627343,0.0225578823479498,-0.061821217822979564,0
1964-04-01,3.7715914004561255,-1.2923425422300103,-0.18578348445368556,0.3618693692854425,0.8355023982811405,-1.3548734908783922,0.7091652378524524,3.7345789728360668,-1.904102609303821,2.9240766594546943,-0.606109603732751,-2.029298738240662,0
1964-05-01,2.688594108926004,-0.6194815874459265,0.0011720485099691914,-1.1342852950281797,0.16915381594464013,-1.068101012265584,-1.7061177525009121,0.1355948913409857,-0.19046973010582605,0.8386361701452965,-2.0249890362901537,1.2623957747149508,0
1964-06-01,0.4987970279252719,-0.05431685731815824,1.6272763534610586,-0.07162330201269518,0.27498761637264374,-0.0920109675636972,-1.1109121500887307,1.1829306967182525,-1.5765819199084394,-0.08404424461274382,1.1482001446861054,-0.9467969729810862,0
1964-07-01,3.4513746757917043,-0.6885136841321228,-0.048407053257223755,-0.7680329552875453,0.9699719045848605,-1.2005979242917442,0.15284869675040555,0.1878390133571381,-1.6572217630691557,1.7688247992308024,-1.3497323155309915,0.43559531545146457,0
1964-08-01,1.1082134757202937,-1.8989474438762457,0.9250236576245113,0.286064217685911,0.27124310178261013,1.1988481465260672,-0.9450809662131985,1.304678829501699,-1.958061692109276,0.9221772691687111,-0.5277959780425532,-0.8932287099279853,0
1964-09-01,2.0183428680136246,-0.5085674427265137,1.4273541683506135,0.2150638044460002,0.2142247333448801,1.2234453629416486,-0.9553883652129422,0.9229492947418557,-2.229457205203115,0.3863231089225118,-1.230706157402275,-0.010002243628222137,0
1964-10-01,-4.580220856764733,-1.2898816919209781,1.6528030519740202,-0.6809772602366337,0.46702846454818386,0.16072220061517498,-1.9709769319087558,-3.4918584581735246,-1.5319374382204567,0.36167971170497387,-5.025012659105271,0.6362159122268473,0
1964-11-01,8.13414590647069,-0.48025799974629607,-0.9657276284530888,0.28311921218144276,-0.1721366359681704,-0.3598077092551223,-0.35844764193620493,5.483956105886891,-1.9456777198104664,-0.05942363608706366,3.439424363999205,-2.6230028378091754,0
1964-12-01,4.811610804717796,-0.839169813958914,0.14446143036212195,0.4319752014127648,-0.358976691667427,-0.8420197644963795,0.05247900144105953,3.2778686188615622,-0.7398957824933949,2.6263932382829953,-0.5227515330895511,-0.40822012945986086,0
1965-01-01,2.979771380326082,-0.7909575323654525,0.2877104925388211,-0.35710772650515543,-0.24021189743598875,0.2875554579450764,0.9264316240030046,1.464716902609867,-1.3801437482515,2.222822130903446,-2.8093018215684595,-1.2316617176549902,0
1965-02-01,1.8282339940023917,-1.204821204956275,-0.2658016346412648,-1.2829624212282573,-0.8479622589597587,-1.1214479815166478,-0.65651305040053,-0.3682922649092506,-1.763366169482347,0.012501868390400264,2.298596861997825,-0.7744438123340277,0
1965-03-01,3.5448781269652034,-1.0700499225543911,0.7812747261109665,0.07544163381102141,-0.477754096504294,1.779550404546245,-0.06077460475655064,2.516473123929643,-1.6284296421960474,1.4056221001502507,-2.916569854933382,0.0003352970229140434,0
1965-04-01,1.777125206376534,-0.1639424724479696,1.2567490458192532,-1.023022005169866,-0.9079022334991538,0.3367530274780079,-0.8821829726967857,0.2894470874993301,-0.8843821237914572,1.4550823183699129,-3.3487153799309053,0.7767589024094387,0
1965-05-01,2.9401732071741633,-0.9784336218893379,0.8486418095974609,-0.7083315963868866,-0.4390090434463871,1.0106335103182063,0.4789928782879672,0.9734940780765673,-3.4613552481865906,0.5625683555342214,1.261774774116594,-2.7417978068532403,0
1965-06-01,1.702261686836949,-0.7333755619897778,1.432088030004491,-0.5170781509861606,-1.329575291703394,1.3203485724405164,-2.844268396026073,2.2222934260498524,0.003842117616237576,0.9009951236523586,-0.7527422872144348,1.2534903264273458,0
1965-07-01,3.5724358043266413,-3.995949172966343,-1.171573109520265,-1.3065077461402288,-0.6784505654922588,0.3109472627644339,0.7972873488220433,0.6683625979593656,-1.926671778017787,2.1250255858696208,-2.7568641968149166,-0.4794032418986746,0
1965-08-01,1.281696237828429,-0.6348501962698181,0.9929036984013168,-0.9681988412312762,-0.5974656450049389,-0.16189683367516333,-0.7183517130151857,-0.1091288333509773,-2.628864989154296,-0.1037499575016547,1.3946019960536118,-1.1480773735123966,0
1965-09-01,2.506385302172603,0.42153158873031965,1.4675069974809023,-0.338781076527323,-0.020826776883341436,-0.5369421676526307,-0.5496829928709369,1.9743997463019307,-1.997468630164857,-0.2709121885277969,-2.2415532284232893,0.8189064345433992,0
1965-10-01,4.182555422692911,-0.7264330573908168,0.501034203375666,-0.3298479450002076,-0.1861065252265282,0.0842075290525051,0.5748712388899647,0.4130210286300336,-2.3899045608225586,1.947731468546971,-1.334942915700153,0.23221104061396533,0
1965-11-01,2.870653836805919,-1.0835469312647246,0.7416152737088563,-0.10441695690523174,-0.17576814854780654,0.1524268725654577,0.09076854720510301,0.6012419481621626,-1.809708123722566,1.3429448362900827,-2.0590912156597985,-0.921122745693839,0
1965-12-01,4.423029897400983,-0.5728076216867323,1.7825985083156832,1.0532896889805847,-0.878150681543141,0.3919345985444248,-1.4264242540010312,1.8871710686368004,-1.694474619374362,-0.10312245380900972,-0.1948171495544937,-0.5322199674345711,0
1966-01-01,2.956594369158868,-2.700189235383557,-0.6199920636075823,0.07867462308722183,-0.5422318665561745,0.11491607716792708,0.5293650649112354,1.1525807177555953,-2.527873076507235,1.335790922509635,-1.7915013639077204,-0.4391003205025655,0
1966-02-01,2.7315309486769266,1.2246787906932581,2.246907308407361,1.1118055291209024,-1.3398402758404542,1.8178888598788778,0.11190776655090316,1.636407756561178,-2.929757021963216,0.5443678933432721,0.209632448050773,-2.910536254367822,0
1966-03-01,4.553399578397648,-3.3709615930205987,-0.7500635872095783,-0.3415594154511735,-1.4653517384032013,0.9610711129041933,-0.4312873087869388,2.180538625389096,-0.7753219185554932,2.4979737473064474,-2.0745732745712027,0.2735207712509452,0
1966-04-01,1.657326514485562,0.49611091410444536,1.1453538928704492,-0.558534112432377,-0.8712711856299125,1.5972660139457922,-0.7191917972628901,0.9261959074833932,-2.7262249915201653,-1.292324071591539,-0.22591021898054392,-2.371903528081434,0
1966-05-01,0.47972470725596805,-3.6017320298510875,-0.34579012113774715,-0.4788238182550397,-3.024259361242378,2.26706643312239,-1.2138785299340273,1.526928287200455,-1.1529222320293582,3.016281435214607,-2.5057320318584697,-0.1666769267900687,0
1966-06-01,2.8838465281962105,-1.0142797290550947,0.6286941366813663,-0.9177750954226104,-2.6250905948855574,2.709493283764423,0.24825864069079587,1.7459598610783684,-2.859261344715923,1.4077887277499916,-1.7370623430143115,-1.2405950829390977,0
1966-07-01,1.1345866215624871,0.3342430053303607,1.4606340756328098,-0.09593559585889058,-3.5590473771967748,1.483864141960859,-0.21768700324958065,1.2840136889856533,-3.226445439095678,1.2737405446505805,-1.7007089275284057,-0.9752502692279373,0
1966-08-01,1.1599529843495189,0.7534750907321649,0.8102584914205678,0.20355902773062032,-4.685844386343025,0.3123842771232248,-1.7941067689976724,0.7047739052585683,-1.1998485112613397,1.3423238842772482,0.8925488055906761,-0.16316727105631396,0
1966-09-01,0.5846098404958643,-1.1942583706491186,-1.8236023070495326,0.3418166581240603,-3.9162203031473637,-0.35772175048673166,-0.8833712501448543,2.4125374881720503,-2.6082741307244346,0.43452078589191656,0.03429517899629713,-0.5652502540445984,0
1966-10-01,0.9602645386287256,0.997644425918933,-2.3807049030810483,-1.8360496248898068,-3.9063051775613387,0.6589819764883901,-1.0898078552544592,2.334062662931192,-1.1109102805387356,0.4967106574101897,-1.796616096010889,-1.4630413835473806,0
1966-11-01,-2.148518108409731,-0.007002321777147579,-0.8238744809355272,-1.9818273016911034,-3.163131367471347,1.2139467037309175,0.2766183337520571,-1.3799157695928665,-4.187398627467124,0.8281543676114005,-3.029483234100189,-0.09687782358066503,0
1966-12-01,-1.4260278053794,0.5929214361438797,-1.4027740596150138,-3.276356208922382,-2.6859743324113228,1.0789519317280822,-2.186507800876806,1.32640109142926,-0.9942973544431596,0.5524930644229575,-2.6305511665244854,0.8693301774509736,0
1967-01-01,-0.35022587186996784,0.5731489416939981,-1.01244602680265,-3.0768680126098045,-0.6917697744527725,0.412450158553554,0.22757137579243142,1.790486735997854,-3.4558958075699553,1.3189995229011615,-0.6389942072382815,-1.3483004377725505,0
1967-02-01,-4.035094403369198,1.076055782841663,1.2280343181529407,-1.8437712708519014,-1.4293518253088353,0.6037712121443843,-0.5670903690545553,-0.8479009594546719,-3.201044882543788,-0.269259536535496,-1.7483113588820591,-1.480154624362384,0
1967-03-01,-2.184460574599101,0.035487703639684315,-0.8570666933979643,-2.4573264584005656,-1.077564025176675,0.3881907503848428,-1.0493578234592131,-0.34606512460552497,-1.619994441958205,1.6442968078449909,-2.82184137865784,1.2086467008990418,0
1967-04-01,0.5383566159484043,1.4992535789973818,-0.3928459550767719,-1.4152609994966356,-0.5395988756558091,-1.3950167431810863,-1.109763932168875,1.9936839453050672,-1.6033410707307028,1.5399663769633756,-0.9648738820161054,-2.310815896485413,0
1967-05-01,-2.1651567424724956,0.03320703345137617,0.926801451298931,-0.3500727242983754,-0.6360216823971533,0.2639794403243107,-1.235723915239917,-2.129437091827289,-3.0175841520327094,0.4795542962877924,-0.7705409139563368,0.37135522244749997,0
1967-06-01,0.7709516753433477,1.2121676421658723,1.7458831091933837,0.6343814228438655,-1.144724516209446,-0.8499135417160902,-2.117364548858941,0.32830174896017794,-1.159722664106491,1.0130854740839463,-1.4977020047432763,-0.10626811528650831,0
1967-07-01,-0.5905689934708391,-1.3514559090743399,-0.15590168824327594,2.1483633919023104,-0.2595216883733813,-0.512666765706544,-1.8916672995237813,-1.6837790837520612,-3.4854356566181908,-1.3544868012489037,-0.08219325773303073,-0.38984548672979863,0
1967-08-01,4.956764612522322,0.6213183725342375,-0.8265409857062358,1.0145211386998025,0.5607361963896872,-2.2174170737689223,-1.5370254948064481,1.6980466302580512,-1.10854077801604,1.4839343644061602,-1.1397886058708033,0.17134019396029387,0
1967-09-01,-0.34878194667816104,-0.6957773138954113,-0.0004391117721209573,0.7303582221101245,1.0379345911603999,-0.9775003052659093,-1.965911797808191,-0.5923317599498186,-1.8195570928271265,0.2157125343222907,-1.9134994535128824,-0.06641457988706527,0
1967-10-01,0.7693196685234774,-0.8668096083639033,-0.4034633108692364,1.945783143469502,0.8393640098658054,-1.4853759182514863,-2.6086239914050324,1.1702590142603875,-1.4945314577599818,0.7244979136259041,-0.384177898686684,-0.6425143361835208,0
1967-11-01,6.318314948003714,-0.412391397222632,-0.5125604673076897,2.320619995089433,-0.22762075783429292,-0.8651119346617748,-2.643002472412166,1.785985509564474,-0.6694402883360344,1.6063863586720992,-0.0830631414674,-0.16520072532681368,0
1967-12-01,3.956882719138065,-0.9301602491101447,-1.2517103518128148,1.4707815950081664,0.17923090786050366,-1.9553904105374746,-0.9998076843084188,1.611593378080073,-1.0348787461124214,2.295889552206684,-1.8139864447030485,-0.4175382413514485,0
1968-01-01,-2.7754197434501013,0.7240746920613951,0.3652212950017082,0.043226763466770526,0.8194049747191329,-0.6187943146337925,-0.8808789052065672,0.869916301158658,-4.129774584957721,-1.479336006286314,2.6049613876127746,-2.3101907299485234,0
1968-02-01,2.7935503160323,-1.5483387026991289,0.5648597572776904,-0.16322093046104133,0.3652503076872153,1.8462249061902374,-2.3200531149689074,-0.4766413520559455,1.331994090250227,2.791850185732935,-4.052442658864451,1.6452222571514301,0
1968-03-01,1.7983199110628305,-1.3606445451545128,0.6055255046075556,0.9359782565808663,-0.09397963200057838,-0.5486620493636758,-0.19995362452960072,0.51680709761423,-2.282085036751085,0.9791411523733154,0.6195984821883783,-1.2873489467056232,0
1968-04-01,1.0074838993737223,-1.6076313934863102,1.6281278314676093,-0.3349451340611477,-0.16728064263839917,0.8268162561326962,0.6296026581551847,-0.7286954823997246,-2.960554654596967,0.5955716204353082,-3.6636738077592255,-0.0012439732365794429,0
1968-05-01,3.3938958391958263,-1.4599415264217352,0.44374744210500217,0.460604787468226,-1.3691490093372025,-1.5783994272624011,-0.08816329849625452,1.5350838009028738,-1.6906283921371212,-0.5584473805400751,-0.23532241854126357,-1.1931108052497612,0
1968-06-01,0.9813755356835141,1.385301453026803,2.2859489157306547,-1.8981172753100726,-0.3010536439119425,-0.6047341067367704,-1.308230100869766,1.3693632158270403,-0.09319726935868702,0.35007176496259823,-2.9077721592930894,0.9381346541195557,0
1968-07-01,0.6073094147280665,-1.2154623084271896,0.6613170097405148,-2.954983276402182,-0.13513893325610182,-0.2879695399780224,-0.5100170948264751,-0.5777779353489134,-0.9435552243684553,0.34049972203089146,0.6881815475437216,-0.21462596814492738,0
1968-08-01,1.150393366759564,-1.4344761738353555,1.8433241225359631,-2.7772065186337644,-0.5033705423301288,1.2363765982009383,-0.5428200893569598,0.8345779559230997,-1.284038057906336,1.4047659009527125,-1.575866452603098,0.01813264844237638,0
1968-09-01,1.7817892782738598,-1.6964635069829226,1.2160525848253159,-1.0421825237109434,0.5324860853185955,-0.09831496360211613,1.1488331346007932,0.7233287491770471,-2.704945089227795,0.33532998178046525,0.9355045078527723,-0.6598868453048756,0
1968-10-01,2.590182898940616,-0.29691715704464045,2.3748525784378365,-0.45964377646404486,-0.3669139347986383,-0.8753985593813798,-0.12774793560364212,-0.1131987103580045,-0.6909538726428396,0.21087276410474837,-1.8064445996302188,0.3681405128522245,0
1968-11-01,3.430752364090152,-1.8877925382492164,1.1438614194627081,-0.068965498579478,-0.38621695278976304,-0.5182535699685108,0.07096023171159883,1.5916097935445628,-0.7449797270346296,0.9933674841920798,-0.4241126791654052,-0.850038987336958,0
1968-12-01,0.672548247117728,-2.9144267509817006,1.1958238032780701,1.2528205150213978,-1.5250204450110378,-0.08914640258911297,-1.0112406821353657,-1.2462127862958594,-1.7975462145594534,0.15979545555511818,-2.016218020840043,2.349416604081312,0
1969-01-01,2.3655919732751336,-0.9060273695518541,2.895928960098521,0.6123208390754619,-0.43435970470202023,0.05769687882863914,-0.49124497218688173,0.46376980184857675,-1.5692507513189569,1.1582055192966405,0.965926595639302,-2.1289378237909276,0
1969-02-01,3.0570052477465577,-1.8669331422665825,1.8364193466045275,-1.2328546958615911,-0.7493448817887646,-1.086381938773781,-1.262321222089631,0.35748405279886547,0.4975237119682672,0.9418397005119771,-1.0422470119017877,-1.0489207960193059,0
1969-03-01,2.3089807627082877,0.5968162646234908,3.7857791327905392,-0.3242273753479229,-1.3259833949111093,0.6096720623245592,-1.2846740399430643,2.0428050358543572,-1.0950830076186273,0.22702377426219827,0.6748390178624858,-1.2377783200490897,0
1969-04-01,-0.3836916844691507,-3.44607232868954,1.81614432041734,-2.9183826765477296,-1.7167988433830637,-0.44947128271664233,0.505477156038017,-1.0581180778042631,-0.8447846342054371,-0.6326544134827328,-0.699887284708326,1.5512091024462855,0
1969-05-01,0.14893525849500333,-2.8833880245923997,3.712071550805338,-3.7369483504343206,-3.4081784560606243,-0.3579332795015038,1.8408785242448549,-1.0213660677380936,-1.437958918237223,-0.40728064410975745,-1.443859679009078,0.5204953821465935,0
1969-06-01,2.4428924390098823,-1.4390963228002658,5.271667322284896,-1.7035649466106604,-4.965343204276771,-0.16713931763344417,-1.0872613685248878,1.378235573213546,0.5945649018795464,0.8291623679814373,0.04349422233762153,-0.3155974448641019,0
