sasdate,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,USREC
1960-01-01,5.655083790780175,-1.1700129263431875,-3.096980987651911,0.15859519939930009,0.3293686442777426,-2.371213508791583,-0.655168240014468,3.2810115253403485,-2.065405662484164,2.6501329850434936,1.0225378184806084,0.11914044051193498,-1.888262613693382,-1.8793710412519775,-1.519999006227354,-2.3136670615654635,0.5767934520161411,-1.952263030832275,-1.6155916551231904,-1.6299448174112308,-0.664983916701651,-1.456576081279725,-1.891123805437174,1.2575088301830695,-0.21689737842685725,-1.661502204322716,2.491112775736324,0.26015779748963774,0.1654004986056184,0
1960-02-01,0.004241501770911457,0.2698165548306365,1.3699883147246985,-1.7650415577949743,-0.08354036096755346,2.3404511567446225,-2.725560872139059,-1.8194700882711106,-1.8287911286856355,2.2970805329798663,-1.566712274172362,-1.616745903374855,-0.8202253225905191,-1.814175001000248,2.2434993901966522,1.3279636709624523,-0.028427130927150046,-0.21907410900207486,0.7770673382074132,-0.9635574101912495,-0.6495563125771356,0.14468747136589985,-0.4780982737006348,-0.6828501132651527,-0.5361011998191434,-0.5305881104315898,0.9383121134310399,0.7491567723178557,-0.5326431726098915,0
1960-03-01,-5.7236021109640705,0.8163917922132153,0.29433243175715357,-3.6947400640245,-1.0334445895727056,-0.7588935686534216,-5.256962729862466,0.836294305127768,-1.4549765944204194,0.4563279207423374,-0.4215799211024439,-0.5812470280043023,1.5038387627066958,-0.3194759286681533,-0.607323932541321,-4.148162454852497,1.3097291648748657,1.1423256856986472,-0.7508684293688169,-2.203901329814934,-3.2564343676438554,2.488361827318207,2.1967075450413587,0.3371035947666982,1.7259338117015113,-1.1285042026140784,1.6923640028708102,0.8135733079393126,-0.5563816756141303,0
1960-04-01,1.9256821001426716,1.165076586710429,1.0382286849733664,-2.822151097759616,-1.2805964007555903,0.4445048234976201,-3.5726958574276595,-2.4926793989265006,0.4072994132213756,0.12567832609100552,-5.74870620485737,2.2652887861461086,-1.9012780664689772,-1.8281235560005997,1.3127275178471918,4.80003661957001,-0.28437468813502764,-0.33801238721273624,0.5190280415226032,1.8657029870158932,0.2527219101218434,-2.805627941642957,0.025416035566027572,2.0112508938382354,-3.502835910795697,1.9882453787882777,-4.5619398298655645,-0.8242622241117487,1.82888445899173,0
1960-05-01,-4.041506179595078,-1.6383872249521916,0.27499483364516913,0.9729700697196061,-0.6736353344348877,-0.5645810374763234,0.02176731048009391,0.707964088580477,-4.080839981766866,2.198772055991649,2.9892284660372326,-2.58882393227071,1.0375530214992579,-0.39393907574736314,-1.401979840989935,-0.3589968553814672,-0.4630627643540691,-0.3518126923423152,-2.223298032456118,-0.8546005412292109,-1.9365335111700968,-1.8898058814669456,0.28509467879445394,-2.120192758113868,-0.8360436864328887,-0.24685807690016603,0.7630137598061753,0.07667288357564277,0.13400370063379713,1
1960-06-01,-5.040149387937798,1.025251320173756,-0.04020383832522001,-4.029777008794078,0.6658920438253426,-1.339323509433784,-2.5442596598093847,-1.3105751997792143,-0.9557032918292491,1.2759844190256961,-1.964221765487592,0.81534549541408,0.4826968726637249,0.06167429081371671,0.7059706106026695,0.1513885379509881,0.497437153320253,0.07990145418223288,0.0469999082455211,1.1083213984786362,0.5196344589076113,-0.1514277796677412,-1.0576359599584424,2.200055911388886,-0.24624571158734135,0.2849599091352929,0.26451685881559917,-0.29334817039355554,-0.1126072224344093,1
1960-07-01,-2.7721927526965047,0.8524194406157083,0.24934936884469933,-2.2038051220954276,-0.7068835004034473,-1.3190141221485732,-2.8857227335821602,0.13345902327534764,-1.6312937464147519,0.15083283248019944,1.4592573931997286,-0.5869412199388545,0.25367497305228975,-0.5053380864582548,-0.5390405661976475,1.8840303732666643,0.8171688238953272,0.8362775470827988,1.4365864096610477,-1.66860645340893,-1.7389539125578481,-0.6100230928643218,1.4613566911140357,-1.056759933178532,1.0387568518588932,0.03767949258871655,-0.02629678776659112,0.36698812696095673,-1.273391319374237,1
1960-08-01,-1.9795909839831662,0.5149183211750966,0.8561594415345455,-2.0175680036001427,0.10123827662680476,-1.0717552870493485,-1.8788497722042048,0.196260951918007,-2.371144822653299,0.8194366018674795,-0.7968623183320719,-1.2895942482204383,0.8791221148288692,0.17456901753179402,-0.08477458021280193,-0.06075844365098489,1.1333407722351512,-1.2027310796026722,-0.9416998103407311,1.7530998154525885,1.4126859708512645,0.17146983055613213,-1.2700924415949792,0.5498757131745918,0.1399510167953925,-0.3180435414992666,-0.0008074896556577022,0.2814462223625745,1.3709717014562637,1
1960-09-01,-2.5096308443583184,0.43678626394701864,-0.7745977458764671,-0.8743894766226652,-1.0712982691072404,-2.1247550463132105,-3.243007802276671,-1.7807409884576213,-2.046130068190352,1.2583991734488371,-0.4678956294273222,1.188824748566139,-1.186154892684998,-0.33439242202469066,0.8511234468419243,0.26506512745588995,-1.5353679109577683,-1.1359283403679952,2.8101859858569704,1.0916668264780776,-1.622165312539963,-0.3849078476172631,0.8805382220810547,0.44314315919665653,-0.1360418074002511,0.3791810007657606,-0.3515116649900314,-0.32488391606671424,-1.443562727821052,1
1960-10-01,-2.787030509845906,2.812107764231601,0.5733127034781703,-0.08342096294926062,-0.7868333599760656,-3.526428676952695,-5.3037431500781045,1.0322595939523451,-0.07029675096564746,-0.4401658369834906,1.204319493096453,0.3585473950671305,0.5339207049203375,-0.5645954137702512,-0.7864908716665725,-0.7246068841346309,2.600391180755846,0.5901195169716069,-0.9918731862315271,-1.6641446039125591,-0.7618534265994161,-0.15277771588403224,-0.22563450612946892,-0.3845425336757187,0.3649027946586788,0.8294963197254119,-0.3009137731376711,0.1250745871431168,0.510928733630062,1
