sasdate,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,USREC
1960-01-01,5.655084399464332,-1.1700862656737208,-3.0967682188492245,0.15846524523528907,0.32975263651431974,-2.3724473650861233,-0.6513718889381672,3.283538951900874,-2.0583132504851243,2.6556866376118373,1.0115685833488717,0.11826291919275944,-1.9083427367888317,-1.9013131880002834,-1.5279705626497009,-2.2934549617603395,0.5266042209546785,1.8756967748320288,-1.6501798879793321,-1.6321231932813816,-0.8086280552927032,-1.5077821480732116,1.76386250190444,1.0118946967014708,-0.7644795882466479,1.7768121167357787,0.7560234551078304,2.511808197263325,0.5409712914034887,-1.2233326204033308,1.3713835698662553,-3.199844931406078,0.9401111648088828,1.5541329308712317,-1.4190539793971988,0.43335790364066556,0.005841907650090953,-1.7265805567811328,-1.0283392246451406,0.004856253450800523,-0.5563768103918533,0.8350377400730851,2.0179589883510505,0.3678648191505454,0
1960-02-01,0.004241669886599213,0.2698066790086791,1.3700450787087552,-1.7650120963443656,-0.08351495576082765,2.3408220267586684,-2.7262771965946504,-1.8184685424258245,-1.8319384437863249,2.302299500205709,-1.5633239347715762,-1.6235280607015465,-0.83077753021477,-1.8128329743469918,2.2523253406241617,1.3402072196688792,-0.009534945152195632,0.17612164824838988,0.7895734011416149,-0.9943905975935725,-0.7088416349044787,0.13340211659754705,0.5936720220136287,-0.7135573079082943,-0.4226098281451268,0.3983230820885126,0.9990675844633518,0.9103385366259944,-0.19808362048024483,-1.3714383326324788,-0.9213211004370603,-1.1218137906823613,-0.11378512140808923,-0.9484736657348029,-0.5132054564376192,-1.251996333729639,0.202249642221531,1.480586046142875,0.2366480064420614,-1.8241155336838624,-0.6366320695164537,0.3581785840475279,1.3098688327578076,-0.4241369864395533,0
1960-03-01,-5.723602550715405,0.8164177783694156,0.29419658052860775,-3.695014561241869,-1.033720562143076,-0.7582538237012404,-5.2576993754687695,0.8354789040501741,-1.4465722777350931,0.4436829076698053,-0.42576278205798873,-0.5678387168058691,1.5375612589490706,-0.327822681630789,-0.6207744169476718,-4.1633447227471825,1.2928250481396117,-1.0589795409357985,-0.7262196811171655,-2.1629278942935435,-3.141201018930393,2.6234829333054703,-2.2413979755225673,0.4945129412497387,1.5221454290620422,1.2995274083078363,0.015411767065608272,1.6982444908486356,-0.37712925038634204,0.9160071059819541,0.3908514881637308,0.6267669385887817,2.391058873139615,-0.563604855513619,1.1748916006227117,-0.651522984537393,-0.13139618718997842,-0.06969695707190725,0.2297444314829438,-1.0957913014738807,2.530269175079972,-2.016338088919171,0.006668451277344098,1.846623551910267,0
1960-04-01,1.925681456586175,1.1651052873831278,1.038173279429048,-2.822008734790967,-1.2808759029746908,0.44567661070078723,-3.5749545911715757,-2.4933421272648015,0.39814195470368346,0.13249874247716378,-5.734813550889441,2.2537664191885054,-1.9114300256173564,-1.8155003726510597,1.3110235177757874,4.802071354096404,-0.22100207568234495,0.30868675930186457,0.5600712144640231,1.8237615820377635,0.22910772599545565,-2.8029793230051294,-0.16541104217577246,2.050167573175854,-2.934805002045475,-2.479831058705416,-0.718764154617321,-4.524872513736042,1.196677187777149,0.9088600434955438,0.04568593707050936,1.2914474252286217,-1.679328722959575,-0.48648535556880423,-3.880054454082277,-0.5303298774428696,-0.9706970527466555,2.4880314094914002,1.8423801022955641,0.5988836347895383,-0.21360558284722495,1.1623407784674546,-0.5186222197923441,-0.9979717016585932,0
1960-05-01,-4.041505036887358,-1.6384148248828518,0.2751151968765902,0.9730202818248583,-0.6733145396123298,-0.5661649511739284,0.023142284498088615,0.7097831675967297,-4.081696649958149,2.2017878333853926,2.9856078505830035,-2.5871336152159503,1.02932946332411,-0.39567670066818456,-1.387724548791093,-0.36224588921097295,-0.4946924099926304,0.3241161654811817,-2.2430969402926415,-0.8120926181213027,-1.9897483910283167,-1.953634556843788,-0.29628976901976634,-2.3141314935032358,-1.1787102390341804,0.23481677001151854,0.31865642739553757,0.7522658432004937,0.31051282291938853,-0.9013911252179754,0.8281391347420759,-0.8802045516662277,-0.7150808556805366,-0.8354174681025341,1.0579571336547637,2.523933235746561,-0.7821930366506038,-1.3077225179012397,-0.1830563510566321,1.5674003830469525,-1.6457115047270845,0.2078559179691416,0.024321950136903518,-0.43755810671774764,1
1960-06-01,-5.040149201785671,1.0252517918420636,-0.04019605313759231,-4.029753347626331,0.6659453210725916,-1.3392124050666163,-2.5445527891146646,-1.3094916367459157,-0.9570370327158706,1.276679768447773,-1.960727350653937,0.8157650690619418,0.48391278536180304,0.06278275122107353,0.7037459626121496,0.1516707295134938,0.5067989588504093,-0.0832281896625393,0.05401694899063818,1.104309256676512,0.49998400286461353,-0.142974919442478,0.9359069921510274,2.226106250821149,-0.20304896282554544,-0.31629284117078343,-0.029231026129198128,0.30132454565409145,-0.22818061772768325,-0.029235225409022184,-0.4206894733868724,-0.0005802279808083524,-1.2008982571141038,-0.22237527052188064,-0.261381644138007,0.017242325555076467,0.17032329872662552,0.4473205881247185,0.2035033782148185,0.289685688985748,-0.30297557994259555,-0.47373820981602904,0.23407181414642672,0.7278682646645516,1
1960-07-01,-2.7721929207264577,0.8523933146617683,0.2494777420379521,-2.2038004143055927,-0.7068264844559192,-1.31926087911259,-2.884174764499061,0.13365911560378393,-1.633111330605779,0.15752496427058088,1.4584231636597196,-0.5947021480704239,0.23107196619481532,-0.5191903928831825,-0.5417259818494736,1.9022521129863297,0.8219793403213543,-0.9236197390182075,1.432425540024833,-1.7102019713564338,-1.8225045733244203,-0.6253545151260409,-1.2896721211088125,-1.1493762478316452,1.211568469992063,0.26791957146642875,0.9608110435554316,-0.12995906782896124,-1.1286639451442386,-0.5740280685063546,-0.29711577928746924,-0.6357603087871984,0.8573699518972258,0.9709873698522895,-0.9900120484457192,0.10016797393303592,-0.757834224047599,-0.38579348592704776,-1.4131281852881197,-0.16422212255164476,0.6054678566133448,0.6366908538117082,-0.7154364658143301,-0.6316732165294696,1
1960-08-01,-1.9795906870516633,0.5149570090460105,0.8560322691149129,-2.0175600332116583,0.10104215339877902,-1.0711993036196394,-1.881533219130379,0.1955133242830617,-2.3735718995899653,0.8122720993121872,-0.7924347748813266,-1.2829293531584955,0.9034006262028189,0.1880406264876289,-0.06920749384734555,-0.08849939906375115,1.1371105881784744,1.2935938467339567,-0.9100517308690104,1.7808241774074656,1.5136467943096779,0.21183086406118032,1.2335922997699216,0.7403840438621688,-0.010768603681091433,0.22825694197827853,-0.45916607766803946,0.061699229414112704,1.3777956415834627,0.48640866969400837,0.5961029800820586,0.6353093285882777,-0.1038870440075611,-0.0679569668989847,0.9360125000479123,-0.8119190140956459,0.8971702554174708,1.1012693313612467,1.2609366029704698,-0.439476572950557,-0.18523016275771276,0.5445467661483884,0.23184431362962657,-0.07914720892308531,1
1960-09-01,-2.5096310593390863,0.43678683322478734,-0.7745943654529296,-0.87431868737014,-1.0713424405978826,-2.124467309161052,-3.2430975958275954,-1.7806700258310681,-2.049433315032995,1.2628634120999906,-0.4636353895494816,1.1839257026802774,-1.1912478610749564,-0.3331329771229643,0.8408416528589311,0.27536210432492036,-1.517585611684661,1.0969220863977869,2.815215724844601,1.0358578662111535,-1.6755675792952576,-0.3666507270083543,-0.8896539373918243,0.42316735573270703,0.1794519712353283,-0.4468910673275376,0.08151439454126813,-0.3191798381206046,-1.6816348667626837,0.2061732341187509,-0.262249601704949,0.4178780019714662,1.4822994297159278,0.04087834200957088,-0.6033016703835624,-0.28544766633682944,-0.016552503598787998,0.47126456856657,0.2716554605675262,0.1831083140069483,-0.9666803492029767,0.5158083874993782,0.829909620285996,-0.2995243538694389,1
1960-10-01,-2.7870305289633843,2.8120862479198108,0.5733888137437148,-0.08337490177676017,-0.7866783397006761,-3.5267920326588413,-5.302757949353344,1.0317443491891323,-0.0680626430674695,-0.4369954184791512,1.1992289404870495,0.35492591059732526,0.5216451288315593,-0.5676216676190355,-0.7722640034098901,-0.7058011540079404,2.580901379491138,-0.6146416900931918,-1.0248762902541249,-1.6756229744267364,-0.7176119560402838,-0.193542465812498,0.3328950413968501,-0.4004959004992352,0.3014473388075791,-0.7412806961743794,-0.2558845996582076,-0.3039101848919874,0.8409848946062127,0.19730479111255134,2.242981787634755,-1.333393407524756,0.48041630681344644,-0.26060263178949744,-0.4583197820150109,0.45195311061842064,-1.1827921264277714,-0.11340791695742901,-0.8641061612695874,-0.8432965515458133,-1.3629656052216395,0.6378007315545909,0.13093352169190658,-0.058707611002930295,1
