sasdate,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44
1960-01-01,5.655084361396121,-1.1700867844125533,-3.09676708455165,0.15844880770823172,0.3297566659666737,-2.3724729969352563,-0.6517220575410283,3.2836307729593477,-2.0581675474471783,2.6553475177216357,1.010320648997691,0.11833874462047904,-1.908042010965757,-1.9008127503752268,-1.5272992055312986,-2.2928454651032393,0.5286186184024331,1.878261043219232,-1.6585401476285988,-1.6216389262913053,-0.8005857830752524,-1.502946679975738,1.7714455642531095,1.0282064573377225,-0.7546424759348627,1.790734972132563,0.7828870940504398,2.485150023208217,0.568150713707169,-1.241205649997071,1.3797179819646832,-3.1021349776627862,0.9850095484265183,1.669970601313249,-1.4703370504907685,0.4586232319672655,0.038244572826205143,-1.7386003922103839,-1.247009915361081,-0.11045104546211104,-0.4652857571486447,0.04090593161143249,2.0994127676412475,0.8552109471747374
1960-02-01,0.004241838305636621,0.2698084387583006,1.3700331423275234,-1.7650104137127234,-0.08354027218701592,2.3408515840771424,-2.7263605245499996,-1.8184140156442348,-1.8321400028307695,2.3028309470713335,-1.5634734793788538,-1.6243194706949418,-0.8321783654942658,-1.8151944993950135,2.252602706090451,1.3447376842729082,-0.01386035850165382,0.17580678576058206,0.7838087205727748,-0.9965847441789442,-0.7085836880432407,0.13590742495321192,0.5867873556228371,-0.717169616744566,-0.4144491869859518,0.3873169164625663,1.0664547715478765,0.9034924009488047,-0.17311729965718378,-1.4064017537835605,-0.9683763878553469,-1.1145009070304814,-0.09295426441316323,-0.90064375538401,-0.5666588219425258,-1.2186714193211428,0.23644567370162403,1.4846500676345737,0.31781659440925025,-1.6580702603831647,-0.6065657113714621,0.4706515088385401,1.4117947500878216,-0.3044675973974053
1960-03-01,-5.723602605113912,0.8164195650978107,0.2941886283027037,-3.6949923945202,-1.0337061372662362,-0.7581896274926824,-5.257807924777264,0.8344691420407166,-1.447771454693263,0.4432600022879847,-0.426633948183906,-0.5688486331301581,1.5350835157013953,-0.330317905615184,-0.6218228985862024,-4.161790355880512,1.291570482372826,-1.0561351489673692,-0.722589348483323,-2.1760911478360807,-3.138703919302508,2.602491501512024,-2.2847463964323125,0.43354381575364354,1.4577821957778507,1.2648685036382281,0.10520229886277181,1.694256455613823,-0.3604943567459624,0.8619760359172431,0.2797127730293899,0.5994293793572069,2.40193855892228,-0.7148195789071775,1.168693921758525,-0.6799008233576953,-0.28564313669698754,0.08401141418688034,0.19958877260332797,-0.9314675058093154,2.5823573627646352,2.204724740899296,-0.6896137623860098,0.8093946931934817
1960-04-01,1.925681508608278,1.1651068056707246,1.0381731365465938,-2.822024559224067,-1.2808865708438266,0.44566542541825366,-3.5751061110340743,-2.4928497853012335,0.39811672493590794,0.13229032934962676,-5.735135870220413,2.2534923611703057,-1.9109112012605383,-1.8161357951298707,1.3109267033606864,4.802274662101275,-0.22191295885054726,0.30633672769828235,0.5565878133965959,1.8370035751539302,0.2246018161743341,-2.7814844737012483,-0.15895651367324376,2.0634623587380556,-2.9121888158114375,-2.458501787804965,-0.8007018061153096,-4.503286953450851,1.1749283841522276,0.9353373511674384,0.07502119027428786,1.2669111161379052,-1.7207267329362759,-0.44411657627832657,-3.942689143998172,-0.46677623501736093,-0.8492566048067148,2.3318281233902227,1.7704018020557994,0.7391941033338604,-0.19763706343464388,-1.4771088624494084,0.08527566742958684,-0.6785017578756207
1960-05-01,-4.0415049822608236,-1.6384106654284711,0.27510947164672933,0.9730124847188724,-0.6733230865424903,-0.5661196443798773,0.022731744008699747,0.7098852823450021,-4.081677964402699,2.2017238202703746,2.9843144873348524,-2.5883062919805204,1.0293603790112857,-0.3946735158784881,-1.3883419780554707,-0.3615482847888957,-0.49423085415507556,0.3260406290728509,-2.248842788131546,-0.8069727221398164,-1.988987731124663,-1.957102294801587,-0.2893104463912591,-2.3114608872438724,-1.1532451994697153,0.2567142030491761,0.30709527503085193,0.7395953149817326,0.3138720923410486,-0.9211689279705033,0.8268521759145074,-0.8668015300185236,-0.6760878148026415,-0.7737349174761687,1.019353483700881,2.5086446903824555,-0.7252067444077994,-1.4893751986436035,-0.49847324009920385,1.5921007969116925,-1.598014777614388,-0.4049022936269845,0.0556155985302642,0.0013898346575617066
1960-06-01,-5.040149172417522,1.025254740827761,-0.04019754871679571,-4.029759319503541,0.6659555594463353,-1.3392439453477425,-2.544853907333561,-1.3096495201077465,-0.9571592752529616,1.276144980743553,-1.961966833767892,0.8153810054139214,0.4837622998152985,0.06354400052081266,0.7031736842374552,0.1519368919837296,0.5081495591534843,-0.08049901016308988,0.0493304551905792,1.1055050971205398,0.4991345458423141,-0.14512729651638415,0.9255176321187265,2.2180796696775853,-0.2185453285012363,-0.2937921931525842,-0.044913723826161024,0.2812885922325455,-0.23388082480561728,-0.03799782868295404,-0.4566814352460911,-0.05287557696759102,-1.1814311425043695,-0.21362363586562078,-0.30261531924204416,0.013318643717521665,0.17649625750962405,0.3377168022676355,0.16829385309345343,0.35274724800407675,-0.2967321120829154,0.3575412799240974,-0.11058229122727721,0.739421216690957
1960-07-01,-2.7721928773394615,0.8523914277749255,0.24947679486144772,-2.2037951448305,-0.7068231434934852,-1.3192147542738903,-2.8841608142474104,0.13370405819111544,-1.6323726014623459,0.15774891499353147,1.4586825946512276,-0.5942663139900981,0.2321426812018363,-0.5204446877701628,-0.5414293092178868,1.902856429304277,0.8221097019669027,-0.9230236165439318,1.4306605055538488,-1.7154482898256433,-1.818242267569212,-0.6236706904638429,-1.292409672005015,-1.1580001387826742,1.2254363315706327,0.25396226033555536,0.9529936885037349,-0.13751069344913303,-1.096441990637585,-0.5601122675566608,-0.2896156751199035,-0.5899142595646216,0.8455926306569908,0.9497759361504409,-0.970767457724024,0.11148202472158157,-0.7898677110721123,-0.2406989634892176,-1.4843317804636407,-0.41129254804195897,0.4642093233517502,-0.7297416143502189,-0.2345700522091708,-0.8087138081344829
1960-08-01,-1.9795907444156664,0.5149596025713717,0.8560296612458982,-2.0175572631599614,0.10103890252258045,-1.0712321326762169,-1.8816118392031593,0.19522739198178535,-2.374817438633568,0.8117827730823259,-0.7930948557734343,-1.2840973856622078,0.9008473019682834,0.18699039563729872,-0.06991754867851797,-0.08844330894059833,1.135563127528703,1.2953246382738048,-0.9056416951340961,1.7815553519390024,1.5047905032200162,0.20764945431965107,1.2269451499031954,0.7235973190671598,-0.032974976756115076,0.22419687189374352,-0.4196913990364781,0.05956111437872535,1.3303148000661484,0.445781915961415,0.5580276554571716,0.5530423582008177,-0.08996298643641862,-0.14697798255538153,0.906961726867379,-0.8323672031597468,0.8567393109506402,1.0632976934712761,1.1742491235299268,-0.35270014364305124,-0.09688326103500469,-0.446935351147668,0.3173350748556218,-0.21950803880623682
1960-09-01,-2.509631036853195,0.43678718616531914,-0.7745933226460578,-0.8743343752619754,-1.0713372394258287,-2.12445503766608,-3.2429450058787337,-1.780630020555234,-2.0483661587912274,1.2629530629073773,-0.4638097991115996,1.184290905850806,-1.1905406761293598,-0.33150780333464264,0.8422243742200854,0.27699707806280705,-1.5175149720341656,1.1000171242574879,2.8107052393074907,1.0368844730606526,-1.6682009601600243,-0.3742987342280958,-0.8659284298092944,0.44395597232241996,0.1815622627826459,-0.4471862080020606,0.06009518592823152,-0.32020609874225503,-1.6407881742799242,0.19320060507837958,-0.24878591404099618,0.4804173234384655,1.41526197887951,0.1364272380434622,-0.5867840214534812,-0.26192216930292206,-0.0547275433947147,0.4690825383178097,0.3362334677570778,0.23497628032385545,-0.9104664454212759,-0.2696619005283376,0.9237601298172979,-0.004586557790785146
1960-10-01,-2.7870304523498564,2.8120879388689044,0.5733799276109571,-0.08336525610065347,-0.7867014951880454,-3.5267397497529274,-5.302916373574904,1.0317620227592237,-0.06881291748144268,-0.43637983519259893,1.1991627782801015,0.35364306138516693,0.520989800902392,-0.568662166534349,-0.7732781683343765,-0.7045219241040351,2.579177238460545,-0.6157479227070751,-1.0272440727707162,-1.6788266021184681,-0.7217191966419249,-0.19596356934111658,0.31867083539788843,-0.4115987450026933,0.29638947129496807,-0.7351378088034489,-0.23301117539319077,-0.29006993862589686,0.8269620607170616,0.18447057910972933,2.1960448093777662,-1.3211857065710662,0.5723223294302204,-0.285081471849697,-0.48034577674791334,0.45903964779781636,-1.1723772496511944,-0.1414777235440711,-0.7528312473371488,-0.8382015880307393,-1.327476866464526,-0.43569765108571784,0.56311928425393,-0.011032723673325421
