sasdate,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12
1960-01-01,5.655067008064065,-1.1698527131952754,-3.096438218386276,0.15871427319929413,0.32384307027548376,-2.3574338236220616,-0.6667767985987592,3.3416886130042975,-1.991915173021687,2.693230220429642,0.7670091464981931,-0.6354601925046446
1960-02-01,0.004238357527185509,0.26996919190040825,1.3702331613053198,-1.7653489114587233,-0.08067558407161406,2.3501382142687683,-2.7154289992297165,-1.824443835603293,-1.8650423262551474,2.213072139418921,-1.4740654850062933,-1.8226011235458757
1960-03-01,-5.723624623554805,0.8166901647411302,0.29440458694044264,-3.6919830721618867,-1.054157322422903,-0.73763123491857,-5.27363747437938,0.8703013248533422,-1.441429587420611,0.5319959682253017,-0.7023179171200308,-1.7373362834958517
1960-04-01,1.9256878699440034,1.165122259786769,1.0377147515925642,-2.8238194967685177,-1.281238560660674,0.4326589905003075,-3.5357111170146505,-2.5677607810119283,0.3250763352845952,0.13040853034944333,-5.803241730699864,2.335478897953179
1960-05-01,-4.041510237079876,-1.6383075597750678,0.2750735270485737,0.9753314132251055,-0.6720761112485,-0.5657407187834769,0.04773142030474122,0.7756549396660621,-3.948527289705248,2.111279338115693,3.079834709473117,-2.644000154321261
1960-06-01,-5.040152436549653,1.025284352792005,-0.03996819317218314,-4.031835384773511,0.6669425602547301,-1.3358667315809971,-2.5316116455935758,-1.3547936447418347,-1.0281378083840675,1.3297852168828321,-2.035632749878773,0.7511701950820981
1960-07-01,-2.77219745375015,0.8523700331355457,0.24952635109659396,-2.202843267149771,-0.7066851391818044,-1.3057217752288957,-2.932001556445579,0.11458428143784785,-1.6466023572049657,0.09151978910671774,1.570058428423024,-0.6144908908784334
1960-08-01,-1.979583972748052,0.5148889714526211,0.8560980399356841,-2.0190886831942136,0.10696995579699314,-1.0808131002313235,-1.8479488846143268,0.16348459484942368,-2.386312971111403,0.8355855197173762,-0.7114796951023757,-1.1111858223320263
1960-09-01,-2.5096320860969117,0.4366165292326852,-0.77450788827632,-0.8745276459308103,-1.0719658517106398,-2.1180283687566623,-3.283629109945957,-1.841219485660796,-2.117635177054789,1.2834923126670517,-0.45352154494012137,1.2219069990281801
1960-10-01,-2.787037042580469,2.8121606510069,0.5732701039525353,-0.08110338548422096,-0.7957541363806688,-3.5219791385365347,-5.297919890476541,1.0338507931638001,-0.0030930518962012984,-0.4132946012744733,1.0521554989614252,-0.0972894341138236
1960-11-01,-5.668221609120957,0.29998928632483884,0.33546464058976483,-1.0498831845440586,0.13335795509589166,-1.9564892855608478,-2.973445501771515,-4.020770683010097,-3.0264635090429053,0.1053418703276038,-2.7480569924120246,-0.8528801782836836
1960-12-01,-7.560724333194297,1.303186700148774,-0.18392726535076645,-0.3488047082233764,1.215352350120144,-2.2799468157620932,-3.953476186360744,-1.1999803331423566,-3.3527660552350644,0.6050405780970508,-1.3317042078579575,-1.339359340889727
1961-01-01,-1.6976757684945942,1.188602379831365,-2.7611604149229496,0.005512720211989771,1.4021131199422052,-3.6175391858145263,-2.8977919584551426,-1.6754588820148715,-2.1740963673466807,0.052188339254873935,0.24030369749977096,0.6417640736826715
1961-02-01,-2.4497104764230757,1.6724227865594774,0.3238673498507254,-0.03561915050430377,0.1927648205139844,-3.8586748591521753,-1.5282829926203982,1.0509679392623292,-2.4928726522878906,0.11543492574660041,-1.4800899272323793,-0.6465574371270397
1961-03-01,1.1057958841895918,0.27827012057948053,-2.4421325779966865,-0.6785127773713484,1.3765462046102066,-3.271322327499267,-2.3594457529869564,-0.5046321760345046,-1.8270678457541556,1.083226268562651,-1.7033502401923515,0.8405908667944734
1961-04-01,1.4382804311910038,0.5006743193962772,-3.251595615969635,1.0645141825698312,1.2625398451500884,-3.914913390349488,-2.485818362323953,4.164925216973809,-2.966337709598224,0.21341978173194678,2.169935237811949,-1.856427743823329
1961-05-01,3.7401788066465955,1.7785283939591388,-1.0835276526441677,0.29137451061905467,0.4486350593808728,-2.743982515899441,-2.4321122878715107,2.7680938368337595,-1.268963019038733,1.0704382188059658,-1.253026603746805,0.3072395337270565
1961-06-01,3.5973631416958107,-0.1436789610922604,-1.640203897152982,1.6692482635567805,0.794444822342191,-1.4657048910220518,-2.868236403286251,1.7246664411560686,-2.019850677489194,1.7781129504877586,-0.3145835225364765,0.8396019669437631
1961-07-01,1.7162141216232956,1.674346557679637,-1.3038478054772873,1.5766168235028943,1.0812182178439056,-1.3403945197941989,-4.8204968962563495,2.0789165039736175,-1.153955861334693,0.10960073625524751,-0.41699251264174747,-0.6625874765604586
1961-08-01,3.670535064529189,-1.1574829069117738,-1.5877150732403513,1.3917034497207166,1.1137248298400937,-1.2712700635047343,0.10998549288299381,0.7803307178361077,-3.9671418881692064,2.266913783715758,-1.1944009550413368,-1.0880431988291652
1961-09-01,-1.7777485087069584,-0.32044384333982495,0.07845794122516285,0.8409360087548199,1.5449188186823142,0.2465678723707056,-2.6674499318537586,-0.40177068343098815,-2.760199246547435,0.8560369606821716,-2.445966550865673,-0.6675482890897405
1961-10-01,4.4925301067001895,-0.6893687061103347,-1.9783998830049534,0.40196315285169426,0.9417992310218636,-2.0616709460369846,-1.1418194498972647,3.529323917004528,-2.0898783003470345,1.7860268909458579,1.3379562867875856,-1.4312951412015988
1961-11-01,4.9119107374789515,-0.13866324533210828,-1.1390814083149527,0.09701048186363095,0.6193317678751581,-1.2278939786516385,-0.08912125819163058,1.9732624921688924,-2.0489987563433174,2.392617581017059,-2.4209734744730618,0.32680619511568926
1961-12-01,1.6609599686624348,-0.14222815900549599,-0.24085867508835798,1.4509108827360375,0.9322658334850057,-0.7682684693175313,-1.7765766452418066,2.303150404324705,-2.1628489896819993,0.6964978641117572,-1.3111764996735744,-0.6860066982115773
1962-01-01,-1.5208865917625405,0.47493684194169317,0.831322338010499,0.8626144642954835,0.44405452041090016,0.9662385436445132,-2.199226140907708,-1.850609411728234,-3.827483076828565,1.079987757977088,0.6013984346412194,-1.9735695643251538
1962-02-01,4.407082473545386,0.5825999130918836,-0.5947299840256359,0.29333903749035123,0.5009029581146096,-0.258425787559177,-2.1516259955041974,1.5881031819026832,-1.1107211895187519,1.5209946129040885,-2.5292603365608026,0.49561580066271443
1962-03-01,0.838150944642116,-1.6260059246281104,-0.6605955193146184,-0.5815827198256907,0.4932367707957943,-0.2995470723077258,-0.8442096873275994,1.520860273941452,-2.330969501042538,1.1317259083886306,-0.023190889092043015,-2.658699980195491
1962-04-01,1.8381750376561368,-0.9573660733265535,0.11744216384032165,-0.599081043638573,0.3339694850996903,0.8519807653080929,-2.896992388850656,0.29623703567716014,-0.5933449931215691,1.820710922406752,-0.8613677480556149,0.9455293100685745
1962-05-01,-0.06166153872098067,-0.6609167087646358,0.05279943098389543,0.2529212860825345,-0.18793077547757417,0.23374052815790275,-3.690700325303821,-0.04116081924392392,-0.22011119852199001,2.392095781161582,0.48612395723081986,-0.8625420247515938
1962-06-01,-1.8500592114406018,-2.450919801058961,0.4771432775577597,0.7132737223073926,-1.4406207980139176,2.036350414889988,-4.480197886703078,0.4070168227000105,-1.0040560350263699,1.9990442126481385,0.9504357516337021,-0.79890001098923
1962-07-01,1.8335102094103852,-0.6846772026714322,-0.32890835204958124,1.0176777904670251,0.7312203341144323,-1.8578341889981498,-0.20661525232002376,1.360208783602142,-2.5579351182706467,1.363346175270218,0.5236851761094651,-1.6232836994657855
1962-08-01,0.09562980957243386,1.872924983584669,2.182177012173167,-0.6185692040420987,0.7289786118598192,-0.4905731098704879,-2.024862411488747,-0.6296637308471611,-1.0118756931338546,0.5091316308154232,-1.7596608066156112,0.1944956241865499
